diff,expected_message,prompt_style,inference_message
"diff --git a/src/tuwien/auto/calimero/mgmt/Destination.java b/src/tuwien/auto/calimero/mgmt/Destination.java
index <HASH>..<HASH> 100644
--- a/src/tuwien/auto/calimero/mgmt/Destination.java
+++ b/src/tuwien/auto/calimero/mgmt/Destination.java
@@ -164,6 +164,10 @@ public class Destination
 		 */
 		public void run()
 		{
+			// with keep-alive we do not disconnect on timeout
+			if (d.alive)
+				return;
+
 			final int state = d.getState();
 			if (state != DISCONNECTED && state != DESTROYED)
 				try {",Add partial implementation of keep-alive to not disconnect on timeout,zero_shot,Fix: Prevent disconnecting from destinations with keep-alive enabled.
"diff --git a/src/tuwien/auto/calimero/mgmt/Destination.java b/src/tuwien/auto/calimero/mgmt/Destination.java
index <HASH>..<HASH> 100644
--- a/src/tuwien/auto/calimero/mgmt/Destination.java
+++ b/src/tuwien/auto/calimero/mgmt/Destination.java
@@ -164,6 +164,10 @@ public class Destination
 		 */
 		public void run()
 		{
+			// with keep-alive we do not disconnect on timeout
+			if (d.alive)
+				return;
+
 			final int state = d.getState();
 			if (state != DISCONNECTED && state != DESTROYED)
 				try {",Add partial implementation of keep-alive to not disconnect on timeout,conventional,fix: Avoid disconnect on keep-alive timeout
"diff --git a/src/tuwien/auto/calimero/mgmt/Destination.java b/src/tuwien/auto/calimero/mgmt/Destination.java
index <HASH>..<HASH> 100644
--- a/src/tuwien/auto/calimero/mgmt/Destination.java
+++ b/src/tuwien/auto/calimero/mgmt/Destination.java
@@ -164,6 +164,10 @@ public class Destination
 		 */
 		public void run()
 		{
+			// with keep-alive we do not disconnect on timeout
+			if (d.alive)
+				return;
+
 			final int state = d.getState();
 			if (state != DISCONNECTED && state != DESTROYED)
 				try {",Add partial implementation of keep-alive to not disconnect on timeout,imperative,Skip disconnect if destination is kept alive.
"diff --git a/src/tuwien/auto/calimero/mgmt/Destination.java b/src/tuwien/auto/calimero/mgmt/Destination.java
index <HASH>..<HASH> 100644
--- a/src/tuwien/auto/calimero/mgmt/Destination.java
+++ b/src/tuwien/auto/calimero/mgmt/Destination.java
@@ -164,6 +164,10 @@ public class Destination
 		 */
 		public void run()
 		{
+			// with keep-alive we do not disconnect on timeout
+			if (d.alive)
+				return;
+
 			final int state = d.getState();
 			if (state != DISCONNECTED && state != DESTROYED)
 				try {",Add partial implementation of keep-alive to not disconnect on timeout,minimal,
"diff --git a/src/tuwien/auto/calimero/mgmt/Destination.java b/src/tuwien/auto/calimero/mgmt/Destination.java
index <HASH>..<HASH> 100644
--- a/src/tuwien/auto/calimero/mgmt/Destination.java
+++ b/src/tuwien/auto/calimero/mgmt/Destination.java
@@ -164,6 +164,10 @@ public class Destination
 		 */
 		public void run()
 		{
+			// with keep-alive we do not disconnect on timeout
+			if (d.alive)
+				return;
+
 			final int state = d.getState();
 			if (state != DISCONNECTED && state != DESTROYED)
 				try {",Add partial implementation of keep-alive to not disconnect on timeout,detailed,
"diff --git a/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java b/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
index <HASH>..<HASH> 100644
--- a/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
+++ b/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
@@ -12,7 +12,7 @@ public class MemCachedStaticSet<T> extends MemCachedRef<Set<T>> implements Set<T
 {
 	protected final T[] array;
 
-	public MemCachedStaticSet(T[] array)
+	public MemCachedStaticSet(T...array)
 	{
 		this.array = array;
 	}",change MemCachedStaticSet to take vargs instead of just an array,zero_shot,
"diff --git a/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java b/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
index <HASH>..<HASH> 100644
--- a/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
+++ b/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
@@ -12,7 +12,7 @@ public class MemCachedStaticSet<T> extends MemCachedRef<Set<T>> implements Set<T
 {
 	protected final T[] array;
 
-	public MemCachedStaticSet(T[] array)
+	public MemCachedStaticSet(T...array)
 	{
 		this.array = array;
 	}",change MemCachedStaticSet to take vargs instead of just an array,conventional,
"diff --git a/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java b/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
index <HASH>..<HASH> 100644
--- a/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
+++ b/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
@@ -12,7 +12,7 @@ public class MemCachedStaticSet<T> extends MemCachedRef<Set<T>> implements Set<T
 {
 	protected final T[] array;
 
-	public MemCachedStaticSet(T[] array)
+	public MemCachedStaticSet(T...array)
 	{
 		this.array = array;
 	}",change MemCachedStaticSet to take vargs instead of just an array,imperative,
"diff --git a/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java b/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
index <HASH>..<HASH> 100644
--- a/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
+++ b/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
@@ -12,7 +12,7 @@ public class MemCachedStaticSet<T> extends MemCachedRef<Set<T>> implements Set<T
 {
 	protected final T[] array;
 
-	public MemCachedStaticSet(T[] array)
+	public MemCachedStaticSet(T...array)
 	{
 		this.array = array;
 	}",change MemCachedStaticSet to take vargs instead of just an array,minimal,
"diff --git a/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java b/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
index <HASH>..<HASH> 100644
--- a/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
+++ b/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
@@ -12,7 +12,7 @@ public class MemCachedStaticSet<T> extends MemCachedRef<Set<T>> implements Set<T
 {
 	protected final T[] array;
 
-	public MemCachedStaticSet(T[] array)
+	public MemCachedStaticSet(T...array)
 	{
 		this.array = array;
 	}",change MemCachedStaticSet to take vargs instead of just an array,detailed,
"diff --git a/src/main/java/com/github/susom/database/Schema.java b/src/main/java/com/github/susom/database/Schema.java
index <HASH>..<HASH> 100644
--- a/src/main/java/com/github/susom/database/Schema.java
+++ b/src/main/java/com/github/susom/database/Schema.java
@@ -844,7 +844,11 @@ public class Schema {
     for (Table table : tables) {
       for (Index index : table.indexes) {
         Sql sql = new Sql();
-        sql.append(""create index "");
+        sql.append(""create "");
+        if (index.unique) {
+          sql.append(""unique "");
+        }
+        sql.append(""index "");
         sql.append(index.name);
         sql.append("" on "");
         sql.append(table.name);",Actually create unique indexes when Index.unique() is called,zero_shot,
"diff --git a/src/main/java/com/github/susom/database/Schema.java b/src/main/java/com/github/susom/database/Schema.java
index <HASH>..<HASH> 100644
--- a/src/main/java/com/github/susom/database/Schema.java
+++ b/src/main/java/com/github/susom/database/Schema.java
@@ -844,7 +844,11 @@ public class Schema {
     for (Table table : tables) {
       for (Index index : table.indexes) {
         Sql sql = new Sql();
-        sql.append(""create index "");
+        sql.append(""create "");
+        if (index.unique) {
+          sql.append(""unique "");
+        }
+        sql.append(""index "");
         sql.append(index.name);
         sql.append("" on "");
         sql.append(table.name);",Actually create unique indexes when Index.unique() is called,conventional,
"diff --git a/src/main/java/com/github/susom/database/Schema.java b/src/main/java/com/github/susom/database/Schema.java
index <HASH>..<HASH> 100644
--- a/src/main/java/com/github/susom/database/Schema.java
+++ b/src/main/java/com/github/susom/database/Schema.java
@@ -844,7 +844,11 @@ public class Schema {
     for (Table table : tables) {
       for (Index index : table.indexes) {
         Sql sql = new Sql();
-        sql.append(""create index "");
+        sql.append(""create "");
+        if (index.unique) {
+          sql.append(""unique "");
+        }
+        sql.append(""index "");
         sql.append(index.name);
         sql.append("" on "");
         sql.append(table.name);",Actually create unique indexes when Index.unique() is called,imperative,
"diff --git a/src/main/java/com/github/susom/database/Schema.java b/src/main/java/com/github/susom/database/Schema.java
index <HASH>..<HASH> 100644
--- a/src/main/java/com/github/susom/database/Schema.java
+++ b/src/main/java/com/github/susom/database/Schema.java
@@ -844,7 +844,11 @@ public class Schema {
     for (Table table : tables) {
       for (Index index : table.indexes) {
         Sql sql = new Sql();
-        sql.append(""create index "");
+        sql.append(""create "");
+        if (index.unique) {
+          sql.append(""unique "");
+        }
+        sql.append(""index "");
         sql.append(index.name);
         sql.append("" on "");
         sql.append(table.name);",Actually create unique indexes when Index.unique() is called,minimal,
"diff --git a/src/main/java/com/github/susom/database/Schema.java b/src/main/java/com/github/susom/database/Schema.java
index <HASH>..<HASH> 100644
--- a/src/main/java/com/github/susom/database/Schema.java
+++ b/src/main/java/com/github/susom/database/Schema.java
@@ -844,7 +844,11 @@ public class Schema {
     for (Table table : tables) {
       for (Index index : table.indexes) {
         Sql sql = new Sql();
-        sql.append(""create index "");
+        sql.append(""create "");
+        if (index.unique) {
+          sql.append(""unique "");
+        }
+        sql.append(""index "");
         sql.append(index.name);
         sql.append("" on "");
         sql.append(table.name);",Actually create unique indexes when Index.unique() is called,detailed,
"diff --git a/src/java/azkaban/executor/ExecutableFlow.java b/src/java/azkaban/executor/ExecutableFlow.java
index <HASH>..<HASH> 100644
--- a/src/java/azkaban/executor/ExecutableFlow.java
+++ b/src/java/azkaban/executor/ExecutableFlow.java
@@ -89,7 +89,8 @@ public class ExecutableFlow extends ExecutableFlowBase {
 	protected void setFlow(Project project, Flow flow) {
 		super.setFlow(project, flow);
 		executionOptions = new ExecutionOptions();
-
+		executionOptions.setMailCreator(flow.getMailCreator());
+		
 		if (flow.getSuccessEmails() != null) {
 			executionOptions.setSuccessEmails(flow.getSuccessEmails());
 		}",Fixed bug in ExecutableFlow where we were not setting the MailCreator (which messed up Reportal reports),zero_shot,
"diff --git a/src/java/azkaban/executor/ExecutableFlow.java b/src/java/azkaban/executor/ExecutableFlow.java
index <HASH>..<HASH> 100644
--- a/src/java/azkaban/executor/ExecutableFlow.java
+++ b/src/java/azkaban/executor/ExecutableFlow.java
@@ -89,7 +89,8 @@ public class ExecutableFlow extends ExecutableFlowBase {
 	protected void setFlow(Project project, Flow flow) {
 		super.setFlow(project, flow);
 		executionOptions = new ExecutionOptions();
-
+		executionOptions.setMailCreator(flow.getMailCreator());
+		
 		if (flow.getSuccessEmails() != null) {
 			executionOptions.setSuccessEmails(flow.getSuccessEmails());
 		}",Fixed bug in ExecutableFlow where we were not setting the MailCreator (which messed up Reportal reports),conventional,
"diff --git a/src/java/azkaban/executor/ExecutableFlow.java b/src/java/azkaban/executor/ExecutableFlow.java
index <HASH>..<HASH> 100644
--- a/src/java/azkaban/executor/ExecutableFlow.java
+++ b/src/java/azkaban/executor/ExecutableFlow.java
@@ -89,7 +89,8 @@ public class ExecutableFlow extends ExecutableFlowBase {
 	protected void setFlow(Project project, Flow flow) {
 		super.setFlow(project, flow);
 		executionOptions = new ExecutionOptions();
-
+		executionOptions.setMailCreator(flow.getMailCreator());
+		
 		if (flow.getSuccessEmails() != null) {
 			executionOptions.setSuccessEmails(flow.getSuccessEmails());
 		}",Fixed bug in ExecutableFlow where we were not setting the MailCreator (which messed up Reportal reports),imperative,
"diff --git a/src/java/azkaban/executor/ExecutableFlow.java b/src/java/azkaban/executor/ExecutableFlow.java
index <HASH>..<HASH> 100644
--- a/src/java/azkaban/executor/ExecutableFlow.java
+++ b/src/java/azkaban/executor/ExecutableFlow.java
@@ -89,7 +89,8 @@ public class ExecutableFlow extends ExecutableFlowBase {
 	protected void setFlow(Project project, Flow flow) {
 		super.setFlow(project, flow);
 		executionOptions = new ExecutionOptions();
-
+		executionOptions.setMailCreator(flow.getMailCreator());
+		
 		if (flow.getSuccessEmails() != null) {
 			executionOptions.setSuccessEmails(flow.getSuccessEmails());
 		}",Fixed bug in ExecutableFlow where we were not setting the MailCreator (which messed up Reportal reports),minimal,
"diff --git a/src/java/azkaban/executor/ExecutableFlow.java b/src/java/azkaban/executor/ExecutableFlow.java
index <HASH>..<HASH> 100644
--- a/src/java/azkaban/executor/ExecutableFlow.java
+++ b/src/java/azkaban/executor/ExecutableFlow.java
@@ -89,7 +89,8 @@ public class ExecutableFlow extends ExecutableFlowBase {
 	protected void setFlow(Project project, Flow flow) {
 		super.setFlow(project, flow);
 		executionOptions = new ExecutionOptions();
-
+		executionOptions.setMailCreator(flow.getMailCreator());
+		
 		if (flow.getSuccessEmails() != null) {
 			executionOptions.setSuccessEmails(flow.getSuccessEmails());
 		}",Fixed bug in ExecutableFlow where we were not setting the MailCreator (which messed up Reportal reports),detailed,
"diff --git a/stats/src/main/java/io/airlift/stats/PauseMeter.java b/stats/src/main/java/io/airlift/stats/PauseMeter.java
index <HASH>..<HASH> 100644
--- a/stats/src/main/java/io/airlift/stats/PauseMeter.java
+++ b/stats/src/main/java/io/airlift/stats/PauseMeter.java
@@ -98,7 +98,7 @@ public class PauseMeter
 
                 long pauseNanos = delta - shortestObservableInterval;
                 synchronized (histogram) {
-                    histogram.recordValueWithExpectedInterval(pauseNanos, sleepNanos);
+                    histogram.recordValue(pauseNanos);
                     totalPauseNanos += pauseNanos;
                 }
             }","Don't compensate for ""lost"" measurements

It produces non-intuitive results when measuring actual
pauses.",zero_shot,
"diff --git a/stats/src/main/java/io/airlift/stats/PauseMeter.java b/stats/src/main/java/io/airlift/stats/PauseMeter.java
index <HASH>..<HASH> 100644
--- a/stats/src/main/java/io/airlift/stats/PauseMeter.java
+++ b/stats/src/main/java/io/airlift/stats/PauseMeter.java
@@ -98,7 +98,7 @@ public class PauseMeter
 
                 long pauseNanos = delta - shortestObservableInterval;
                 synchronized (histogram) {
-                    histogram.recordValueWithExpectedInterval(pauseNanos, sleepNanos);
+                    histogram.recordValue(pauseNanos);
                     totalPauseNanos += pauseNanos;
                 }
             }","Don't compensate for ""lost"" measurements

It produces non-intuitive results when measuring actual
pauses.",conventional,
"diff --git a/stats/src/main/java/io/airlift/stats/PauseMeter.java b/stats/src/main/java/io/airlift/stats/PauseMeter.java
index <HASH>..<HASH> 100644
--- a/stats/src/main/java/io/airlift/stats/PauseMeter.java
+++ b/stats/src/main/java/io/airlift/stats/PauseMeter.java
@@ -98,7 +98,7 @@ public class PauseMeter
 
                 long pauseNanos = delta - shortestObservableInterval;
                 synchronized (histogram) {
-                    histogram.recordValueWithExpectedInterval(pauseNanos, sleepNanos);
+                    histogram.recordValue(pauseNanos);
                     totalPauseNanos += pauseNanos;
                 }
             }","Don't compensate for ""lost"" measurements

It produces non-intuitive results when measuring actual
pauses.",imperative,
"diff --git a/stats/src/main/java/io/airlift/stats/PauseMeter.java b/stats/src/main/java/io/airlift/stats/PauseMeter.java
index <HASH>..<HASH> 100644
--- a/stats/src/main/java/io/airlift/stats/PauseMeter.java
+++ b/stats/src/main/java/io/airlift/stats/PauseMeter.java
@@ -98,7 +98,7 @@ public class PauseMeter
 
                 long pauseNanos = delta - shortestObservableInterval;
                 synchronized (histogram) {
-                    histogram.recordValueWithExpectedInterval(pauseNanos, sleepNanos);
+                    histogram.recordValue(pauseNanos);
                     totalPauseNanos += pauseNanos;
                 }
             }","Don't compensate for ""lost"" measurements

It produces non-intuitive results when measuring actual
pauses.",minimal,
"diff --git a/stats/src/main/java/io/airlift/stats/PauseMeter.java b/stats/src/main/java/io/airlift/stats/PauseMeter.java
index <HASH>..<HASH> 100644
--- a/stats/src/main/java/io/airlift/stats/PauseMeter.java
+++ b/stats/src/main/java/io/airlift/stats/PauseMeter.java
@@ -98,7 +98,7 @@ public class PauseMeter
 
                 long pauseNanos = delta - shortestObservableInterval;
                 synchronized (histogram) {
-                    histogram.recordValueWithExpectedInterval(pauseNanos, sleepNanos);
+                    histogram.recordValue(pauseNanos);
                     totalPauseNanos += pauseNanos;
                 }
             }","Don't compensate for ""lost"" measurements

It produces non-intuitive results when measuring actual
pauses.",detailed,
"diff --git a/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java b/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
index <HASH>..<HASH> 100644
--- a/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
+++ b/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
@@ -64,8 +64,6 @@ public class XmlSchemaParser
         throws Exception
     {
         final DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();
-        factory.setXIncludeAware(true);
-        factory.setNamespaceAware(true);
 
         final String xsdFilename = System.getProperty(SbeTool.VALIDATION_XSD);
         if (xsdFilename != null)",Removed validation of xml namespaces and xinclude.,zero_shot,
"diff --git a/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java b/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
index <HASH>..<HASH> 100644
--- a/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
+++ b/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
@@ -64,8 +64,6 @@ public class XmlSchemaParser
         throws Exception
     {
         final DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();
-        factory.setXIncludeAware(true);
-        factory.setNamespaceAware(true);
 
         final String xsdFilename = System.getProperty(SbeTool.VALIDATION_XSD);
         if (xsdFilename != null)",Removed validation of xml namespaces and xinclude.,conventional,
"diff --git a/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java b/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
index <HASH>..<HASH> 100644
--- a/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
+++ b/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
@@ -64,8 +64,6 @@ public class XmlSchemaParser
         throws Exception
     {
         final DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();
-        factory.setXIncludeAware(true);
-        factory.setNamespaceAware(true);
 
         final String xsdFilename = System.getProperty(SbeTool.VALIDATION_XSD);
         if (xsdFilename != null)",Removed validation of xml namespaces and xinclude.,imperative,
"diff --git a/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java b/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
index <HASH>..<HASH> 100644
--- a/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
+++ b/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
@@ -64,8 +64,6 @@ public class XmlSchemaParser
         throws Exception
     {
         final DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();
-        factory.setXIncludeAware(true);
-        factory.setNamespaceAware(true);
 
         final String xsdFilename = System.getProperty(SbeTool.VALIDATION_XSD);
         if (xsdFilename != null)",Removed validation of xml namespaces and xinclude.,minimal,
"diff --git a/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java b/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
index <HASH>..<HASH> 100644
--- a/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
+++ b/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
@@ -64,8 +64,6 @@ public class XmlSchemaParser
         throws Exception
     {
         final DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();
-        factory.setXIncludeAware(true);
-        factory.setNamespaceAware(true);
 
         final String xsdFilename = System.getProperty(SbeTool.VALIDATION_XSD);
         if (xsdFilename != null)",Removed validation of xml namespaces and xinclude.,detailed,
"diff --git a/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java b/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
index <HASH>..<HASH> 100644
--- a/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
+++ b/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
@@ -300,7 +300,7 @@ public class KieBuilderImpl
         return getKieModule(false);
     }
 
-    KieModule getKieModuleIgnoringErrors() {
+    public KieModule getKieModuleIgnoringErrors() {
         return getKieModule(true);
     }",allow to get the KieModule from the InternalKieBuilder even if there are errors,zero_shot,
"diff --git a/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java b/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
index <HASH>..<HASH> 100644
--- a/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
+++ b/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
@@ -300,7 +300,7 @@ public class KieBuilderImpl
         return getKieModule(false);
     }
 
-    KieModule getKieModuleIgnoringErrors() {
+    public KieModule getKieModuleIgnoringErrors() {
         return getKieModule(true);
     }",allow to get the KieModule from the InternalKieBuilder even if there are errors,conventional,
"diff --git a/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java b/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
index <HASH>..<HASH> 100644
--- a/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
+++ b/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
@@ -300,7 +300,7 @@ public class KieBuilderImpl
         return getKieModule(false);
     }
 
-    KieModule getKieModuleIgnoringErrors() {
+    public KieModule getKieModuleIgnoringErrors() {
         return getKieModule(true);
     }",allow to get the KieModule from the InternalKieBuilder even if there are errors,imperative,
"diff --git a/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java b/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
index <HASH>..<HASH> 100644
--- a/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
+++ b/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
@@ -300,7 +300,7 @@ public class KieBuilderImpl
         return getKieModule(false);
     }
 
-    KieModule getKieModuleIgnoringErrors() {
+    public KieModule getKieModuleIgnoringErrors() {
         return getKieModule(true);
     }",allow to get the KieModule from the InternalKieBuilder even if there are errors,minimal,
"diff --git a/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java b/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
index <HASH>..<HASH> 100644
--- a/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
+++ b/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
@@ -300,7 +300,7 @@ public class KieBuilderImpl
         return getKieModule(false);
     }
 
-    KieModule getKieModuleIgnoringErrors() {
+    public KieModule getKieModuleIgnoringErrors() {
         return getKieModule(true);
     }",allow to get the KieModule from the InternalKieBuilder even if there are errors,detailed,"Fix(kie-builder): Make `getKieModuleIgnoringErrors` public

This commit changes the visibility of the `getKieModuleIgnoringErrors` method in `KieBuilderImpl` from package-private to public. This allows external classes to access the method, which returns the KieModule without throwing errors during the build process. This can be useful in situations where it is desirable to obtain a potentially incomplete KieModule even if some errors were encountered during compilation."
"diff --git a/src-setup/org/opencms/setup/CmsAutoSetup.java b/src-setup/org/opencms/setup/CmsAutoSetup.java
index <HASH>..<HASH> 100644
--- a/src-setup/org/opencms/setup/CmsAutoSetup.java
+++ b/src-setup/org/opencms/setup/CmsAutoSetup.java
@@ -111,6 +111,7 @@ public class CmsAutoSetup {
                 System.out.println(e.getMessage());

                 System.out.println(""Please have a look into the opencms log file for detailed information."");

                 LOG.error(e.getMessage(), e);

+                System.exit(1);

             }

         } else {

             System.out.println("""");","Changed return code to 1 for the case where errors happen during
auto-setup.",zero_shot,Fail the auto setup if an exception occurs to prevent a broken OpenCms instance.
"diff --git a/src-setup/org/opencms/setup/CmsAutoSetup.java b/src-setup/org/opencms/setup/CmsAutoSetup.java
index <HASH>..<HASH> 100644
--- a/src-setup/org/opencms/setup/CmsAutoSetup.java
+++ b/src-setup/org/opencms/setup/CmsAutoSetup.java
@@ -111,6 +111,7 @@ public class CmsAutoSetup {
                 System.out.println(e.getMessage());

                 System.out.println(""Please have a look into the opencms log file for detailed information."");

                 LOG.error(e.getMessage(), e);

+                System.exit(1);

             }

         } else {

             System.out.println("""");","Changed return code to 1 for the case where errors happen during
auto-setup.",conventional,fix: Exit with error code on setup failure
"diff --git a/src-setup/org/opencms/setup/CmsAutoSetup.java b/src-setup/org/opencms/setup/CmsAutoSetup.java
index <HASH>..<HASH> 100644
--- a/src-setup/org/opencms/setup/CmsAutoSetup.java
+++ b/src-setup/org/opencms/setup/CmsAutoSetup.java
@@ -111,6 +111,7 @@ public class CmsAutoSetup {
                 System.out.println(e.getMessage());

                 System.out.println(""Please have a look into the opencms log file for detailed information."");

                 LOG.error(e.getMessage(), e);

+                System.exit(1);

             }

         } else {

             System.out.println("""");","Changed return code to 1 for the case where errors happen during
auto-setup.",imperative,Exit with error code 1 on setup failure.
"diff --git a/src-setup/org/opencms/setup/CmsAutoSetup.java b/src-setup/org/opencms/setup/CmsAutoSetup.java
index <HASH>..<HASH> 100644
--- a/src-setup/org/opencms/setup/CmsAutoSetup.java
+++ b/src-setup/org/opencms/setup/CmsAutoSetup.java
@@ -111,6 +111,7 @@ public class CmsAutoSetup {
                 System.out.println(e.getMessage());

                 System.out.println(""Please have a look into the opencms log file for detailed information."");

                 LOG.error(e.getMessage(), e);

+                System.exit(1);

             }

         } else {

             System.out.println("""");","Changed return code to 1 for the case where errors happen during
auto-setup.",minimal,Exit on setup error
"diff --git a/src-setup/org/opencms/setup/CmsAutoSetup.java b/src-setup/org/opencms/setup/CmsAutoSetup.java
index <HASH>..<HASH> 100644
--- a/src-setup/org/opencms/setup/CmsAutoSetup.java
+++ b/src-setup/org/opencms/setup/CmsAutoSetup.java
@@ -111,6 +111,7 @@ public class CmsAutoSetup {
                 System.out.println(e.getMessage());

                 System.out.println(""Please have a look into the opencms log file for detailed information."");

                 LOG.error(e.getMessage(), e);

+                System.exit(1);

             }

         } else {

             System.out.println("""");","Changed return code to 1 for the case where errors happen during
auto-setup.",detailed,"Fix: Exit auto-setup on error

This commit introduces a critical fix to the auto-setup process. Previously, when an error occurred during the auto-setup, the process would log the error and continue. This could lead to an incomplete or corrupted installation, with potentially unpredictable behavior.

The change adds a `System.exit(1)` call within the `catch` block that handles exceptions during the `runSetup` method call. This ensures that the auto-setup process terminates immediately upon encountering an error. This prevents further execution with a potentially broken configuration and signals to any calling scripts or processes that the setup failed.

By exiting on error, we guarantee that only successful auto-setup runs are considered valid, improving the overall reliability and robustness of the system."
"diff --git a/slf4j-api/src/main/java/org/slf4j/event/EventRecodingLogger.java b/slf4j-api/src/main/java/org/slf4j/event/EventRecodingLogger.java
index <HASH>..<HASH> 100755
--- a/slf4j-api/src/main/java/org/slf4j/event/EventRecodingLogger.java
+++ b/slf4j-api/src/main/java/org/slf4j/event/EventRecodingLogger.java
@@ -224,7 +224,7 @@ public class EventRecodingLogger implements Logger {
     }
 
     public void warn(Marker marker, String format, Object arg) {
-        recordEvent(Level.WARN, format, new Object[] { arg }, null);
+        recordEvent(Level.WARN, marker, format, new Object[] { arg }, null);
     }
 
     public void warn(Marker marker, String format, Object arg1, Object arg2) {",SLF4j-<I>: add missing marker in one of the warn methods,zero_shot,Fix: Pass marker to recordEvent in warn methods of EventRecodingLogger.
